CNatFluct,CdueGHG,CseriousDamage,CO2causesCC,HumansInsign,GMimportant,GMdamageEnv,GMtested,GMdangerous,GMsafe,VaxSafe,VaxNegSide,VaxTested,VaxRisky,VaxContribHealth,PLiberal,PRepub,PCommunismFailed,PNeverConserv,PMediaLeft,PSocialismOK,PLeft,FMUnresBest,FMLimitSocial,FMMoreImp,FMThreatEnv,FMUnsustain,CYNewWorldOrder,CYMLK,CYMoon,CYJFK,CY911,CYDiana,CYClimChange,CYAIDS,CYTobacco,Catch1,CauseHIV,CauseSmoking,CauseLead,age,gender,climate_avg,GM_food_avg,vaccines_avg,political_conservatism_avg,free_market_avg,conspiracist_avg,convenience_avg,scientific_props_avg,conspiacist_avg_quad
2,4,4,4,2,3,2,3,3,2,4,2,5,3,4,2,4,3,3,2,4,3,3,3,4,3,3,3,4,2,2,3,3,2,2,3,3,4,5,5,46,2,3.2,2.6,3.6,3,3.2,2.83333333333333,2.33333333333333,4.66666666666667,8.02777777777778
2,4,5,3,2,4,2,3,3,4,5,1,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,5,4,3,4,5,4,27,2,3.2,3.2,3.6,3,3,3.16666666666667,4.33333333333333,4.33333333333333,10.0277777777778
2,5,5,4,1,2,4,3,3,3,5,4,5,1,4,3,3,4,3,4,3,3,3,4,4,3,3,3,2,4,3,4,4,2,2,2,3,5,5,5,28,1,3.4,3,3.8,3.28571428571429,3.4,3.33333333333333,2,5,11.1111111111111
4,4,4,4,4,3,2,3,2,2,4,4,4,2,4,2,1,4,1,3,5,4,3,2,2,2,2,2,3,1,3,2,2,2,2,2,3,5,5,5,40,2,4,2.4,3.6,2.85714285714286,2.2,2.16666666666667,2,5,4.69444444444444
2,3,4,3,4,3,3,3,3,3,4,4,4,4,4,4,4,2,4,3,2,3,3,3,3,3,3,4,4,2,4,3,3,3,2,2,3,5,5,5,18,1,3.2,3,4,3.14285714285714,3,3.33333333333333,2.33333333333333,5,11.1111111111111
4,4,5,3,4,4,3,2,2,3,4,2,2,5,4,4,1,3,4,4,2,4,4,2,2,4,3,3,3,1,5,2,2,2,1,1,3,4,4,5,61,2,4,2.8,3.4,3.14285714285714,3,2.66666666666667,1.33333333333333,4.33333333333333,7.11111111111111
2,3,4,3,3,4,3,3,3,2,3,3,4,4,3,3,2,4,3,3,3,2,3,2,2,3,4,3,4,4,4,3,3,3,4,3,3,4,4,4,37,1,3,3,3.4,2.85714285714286,2.8,3.5,3.33333333333333,4,12.25
2,2,2,3,4,3,4,4,4,3,5,5,4,5,4,5,4,4,5,3,5,4,4,4,3,3,3,1,1,1,1,1,1,1,1,1,3,5,5,4,32,2,2.6,3.6,4.6,4.28571428571429,3.4,1,1,4.66666666666667,1
2,3,3,3,3,4,4,2,3,4,5,4,4,4,5,4,2,4,4,2,4,2,4,2,2,4,4,2,2,1,4,2,2,2,1,2,3,4,5,4,55,1,2.8,3.4,4.4,3.14285714285714,3.2,2.16666666666667,1.66666666666667,4.33333333333333,4.69444444444444
1,3,3,4,3,1,3,4,1,1,4,3,3,3,3,4,4,5,5,3,3,3,4,2,3,2,2,3,3,3,4,5,3,4,5,4,3,5,4,4,30,2,2.8,2,3.2,3.85714285714286,2.6,3.5,4.33333333333333,4.33333333333333,12.25
2,4,4,3,4,3,3,3,2,3,4,4,4,4,4,3,4,3,4,2,2,4,4,3,4,2,3,3,3,3,4,4,3,2,2,2,3,4,4,4,44,1,3.4,2.8,4,3.14285714285714,3.2,3.33333333333333,2,4,11.1111111111111
2,4,4,2,4,2,4,3,4,1,4,4,4,4,2,2,3,4,2,4,3,3,4,4,4,4,4,2,1,1,3,1,4,5,1,5,3,2,5,5,73,2,3.2,2.8,3.6,3,4,2,3.66666666666667,4,4
5,3,2,3,3,3,3,4,2,3,2,3,2,3,2,4,3,2,3,3,4,3,3,4,3,4,3,3,2,3,2,3,4,2,2,3,3,2,4,4,35,2,3.2,3,2.4,3.14285714285714,3.4,2.83333333333333,2.33333333333333,3.33333333333333,8.02777777777778
1,4,4,4,4,3,3,3,3,3,5,2,4,3,4,1,1,5,2,4,2,3,3,3,3,3,3,2,2,2,4,2,2,2,1,2,3,5,5,5,42,1,3.4,3,3.6,2.57142857142857,3,2.33333333333333,1.66666666666667,5,5.44444444444445
5,1,1,1,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,1,2.6,2.6,3,3,3,3,3,3,9
4,4,4,4,4,3,2,3,2,2,2,2,2,4,2,4,2,4,4,4,3,3,3,3,3,3,3,2,3,3,2,4,4,3,4,4,3,4,2,4,53,2,4,2.4,2.4,3.42857142857143,3,3,3.66666666666667,3.33333333333333,9
3,4,4,4,5,3,3,3,3,3,4,5,3,5,3,2,1,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,1,2,1,3,4,4,3,25,2,4,3,4,2.42857142857143,3,2,1.33333333333333,3.66666666666667,4
2,2,3,2,3,1,1,1,1,1,4,4,2,4,4,4,3,4,4,5,4,3,5,5,5,5,4,1,2,1,2,1,2,3,1,1,3,4,4,5,57,2,2.4,1,3.6,3.85714285714286,4.8,1.5,1.66666666666667,4.33333333333333,2.25
2,4,3,3,4,2,2,2,2,2,4,3,3,5,4,4,2,5,4,4,4,4,4,3,4,5,4,4,2,1,3,1,2,4,2,4,3,4,5,4,38,1,3.2,2,3.8,3.85714285714286,4,2.16666666666667,3.33333333333333,4.33333333333333,4.69444444444444
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,5,4,27,2,3,3,3,3,3,3,3.33333333333333,4.66666666666667,9
3,2,2,2,4,3,4,3,2,3,3,4,3,3,3,3,2,4,3,3,4,3,3,4,3,2,3,3,4,4,3,2,3,3,4,3,3,3,2,3,55,2,2.6,3,3.2,3.14285714285714,3,3.16666666666667,3.33333333333333,2.66666666666667,10.0277777777778
2,4,5,3,4,4,3,2,2,3,4,4,1,4,3,1,1,3,2,2,2,1,4,4,2,2,3,2,2,1,3,4,1,3,2,2,3,4,4,4,48,2,3.6,2.8,3.2,1.71428571428571,3,2.16666666666667,2.33333333333333,4,4.69444444444444
4,4,4,4,4,4,3,4,3,3,4,2,4,3,4,3,3,4,4,3,3,3,4,2,3,4,3,3,3,3,3,3,3,2,2,2,3,5,5,4,23,1,4,3.4,3.4,3.28571428571429,3.2,3,2,4.66666666666667,9
4,2,3,2,2,2,4,4,5,5,4,4,1,4,3,4,4,4,4,3,5,2,5,4,5,3,2,2,3,2,1,2,4,5,2,4,3,2,2,2,18,1,2.6,4,3.2,3.71428571428571,3.8,2.33333333333333,3.66666666666667,2,5.44444444444445
5,4,5,5,5,5,3,5,4,4,5,5,5,5,5,1,1,2,1,3,1,1,4,1,3,2,2,1,1,1,1,1,1,1,1,1,3,5,5,5,21,1,4.8,4.2,5,1.42857142857143,2.4,1,1,5,1
2,4,4,4,4,2,3,2,2,2,4,4,4,2,4,4,2,4,3,3,4,3,2,2,3,2,3,3,3,2,3,2,2,2,2,4,3,3,4,4,65,2,3.6,2.2,3.6,3.28571428571429,2.4,2.5,2.66666666666667,3.66666666666667,6.25
3,4,4,4,4,3,4,3,4,3,4,4,3,4,4,3,4,4,4,3,3,3,3,2,3,3,3,2,3,2,4,3,5,2,2,2,3,4,4,3,26,2,3.8,3.4,3.8,3.42857142857143,2.8,3.16666666666667,2,3.66666666666667,10.0277777777778
4,3,3,3,3,3,3,3,3,3,4,3,4,2,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,30,1,3.2,3,3.4,3,2.8,3,4,4,9
1,3,4,1,3,2,2,3,2,3,4,3,3,3,3,5,5,5,5,5,4,5,5,2,5,4,4,3,3,1,4,2,3,4,3,3,3,4,4,5,43,1,2.4,2.4,3.2,4.85714285714286,4,2.66666666666667,3.33333333333333,4.33333333333333,7.11111111111111
2,2,2,2,2,1,2,1,1,2,5,5,4,5,5,4,4,5,5,1,4,4,2,1,2,3,3,1,1,1,1,1,1,3,2,1,3,5,5,5,42,1,2,1.4,4.8,3.85714285714286,2.2,1,2,5,1
4,4,5,5,5,4,5,4,4,4,4,5,4,4,4,4,3,4,5,4,4,4,2,2,1,4,4,1,1,1,1,1,1,1,1,1,3,5,5,5,48,1,4.6,4.2,4.2,4,2.6,1,1,5,1
3,4,4,3,5,3,3,4,2,3,4,3,4,3,4,3,2,3,3,4,3,3,2,2,2,2,2,2,3,2,4,3,3,2,2,3,3,4,4,4,37,1,3.8,3,3.6,3,2,2.83333333333333,2.33333333333333,4,8.02777777777778
2,2,2,3,1,5,3,1,2,3,5,1,5,3,4,2,5,4,1,5,4,2,2,2,2,2,2,2,5,2,5,3,5,2,1,4,3,4,1,4,69,1,2,2.8,3.6,3.28571428571429,2,3.66666666666667,2.33333333333333,3,13.4444444444444
4,4,3,5,4,4,3,3,4,4,5,5,4,5,4,5,4,3,5,3,3,4,4,4,4,4,3,1,1,1,2,2,3,2,1,1,3,5,5,4,29,2,4,3.6,4.6,3.85714285714286,3.8,1.66666666666667,1.33333333333333,4.66666666666667,2.77777777777778
4,4,4,4,2,2,2,2,3,1,4,4,3,3,3,3,3,3,3,3,3,3,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,28,1,3.6,2,3.4,3,4.2,3,3,4,9
2,5,5,4,1,4,3,5,1,4,4,1,3,2,5,2,4,3,3,5,2,3,3,2,3,3,1,4,3,5,5,3,4,4,3,5,3,4,4,5,22,1,3.4,3.4,3,3.14285714285714,2.4,4,4,4.33333333333333,16
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,52,2,3,3,3,3,3,3,3,3,9
4,4,5,4,5,1,1,2,1,1,5,5,5,5,5,4,5,5,3,3,5,3,3,2,4,3,3,1,1,1,1,1,1,1,1,1,3,5,5,5,34,2,4.4,1.2,5,4,3,1,1,5,1
2,4,3,4,2,3,3,4,2,5,4,3,4,2,5,2,4,4,3,3,2,4,3,3,4,2,1,3,3,4,4,5,5,4,3,4,3,5,4,4,56,2,3,3.4,3.6,3.14285714285714,2.6,4,3.66666666666667,4.33333333333333,16
2,3,3,3,3,4,3,4,2,3,4,4,4,2,4,5,5,3,4,4,3,4,4,3,3,3,3,2,1,2,2,1,1,3,1,1,3,4,4,4,32,2,2.8,3.2,3.6,4,3.2,1.5,1.66666666666667,4,2.25
2,3,2,4,5,3,2,2,1,3,4,4,5,3,4,5,1,5,4,3,2,3,4,4,3,2,2,2,1,1,2,3,2,2,1,1,3,2,5,1,43,2,3.2,2.2,4,3.28571428571429,3,1.83333333333333,1.33333333333333,2.66666666666667,3.36111111111111
4,5,5,3,4,5,4,3,4,4,5,5,5,1,5,1,3,4,3,3,4,3,4,2,4,2,3,5,2,1,1,1,1,1,1,1,3,5,5,4,73,1,4.2,4,4.2,3,3,1.83333333333333,1,4.66666666666667,3.36111111111111
4,4,4,4,4,3,3,3,2,3,4,4,4,4,4,4,2,4,3,3,3,3,3,2,2,2,2,3,2,2,2,2,1,2,1,1,3,4,4,4,59,2,4,2.8,4,3.14285714285714,2.2,2,1.33333333333333,4,4
2,3,4,3,2,2,3,3,2,2,5,5,3,5,5,4,2,5,5,4,5,5,5,4,4,4,5,1,1,1,1,1,1,2,1,2,3,4,4,4,60,1,2.8,2.4,4.6,4.28571428571429,4.4,1,1.66666666666667,4,1
2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,3,3,4,4,3,3,3,2,3,2,4,4,2,3,3,2,3,4,4,4,59,2,2,4,4,3,3.4,2.83333333333333,2.66666666666667,4,8.02777777777778
2,4,4,3,4,3,4,4,3,4,5,5,5,3,5,4,3,5,5,3,5,3,2,2,2,2,3,3,3,1,3,1,3,1,3,1,3,5,4,5,37,2,3.4,3.6,4.6,4,2.2,2.33333333333333,1.66666666666667,4.66666666666667,5.44444444444445
2,3,4,3,3,3,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,2,2,3,4,4,4,24,2,3,3.4,3.6,3,3,1.83333333333333,2,4,3.36111111111111
3,4,3,4,4,3,4,3,3,3,5,4,4,2,5,2,2,4,5,2,3,2,2,2,2,3,2,1,1,1,3,2,2,1,1,1,3,5,5,5,31,1,3.6,3.2,4,2.85714285714286,2.2,1.66666666666667,1,5,2.77777777777778
3,3,3,4,2,4,3,2,2,2,2,2,3,5,2,3,3,3,4,3,3,3,3,2,4,4,2,3,1,1,1,1,4,5,2,3,3,5,5,5,33,2,3,2.6,2.8,3.14285714285714,3,1.83333333333333,3.33333333333333,5,3.36111111111111
4,3,4,3,3,3,3,3,3,2,4,4,4,5,4,5,5,3,5,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,5,3,3,20,2,3.4,2.8,4.2,3.85714285714286,3,1.33333333333333,1.66666666666667,3.66666666666667,1.77777777777778
3,4,5,4,5,3,2,4,1,2,2,2,3,1,3,4,3,3,3,3,3,3,4,3,3,3,4,3,2,1,2,1,2,2,1,1,3,3,5,5,18,2,4.2,2.4,2.2,3.14285714285714,3.4,1.83333333333333,1.33333333333333,4.33333333333333,3.36111111111111
2,3,4,4,4,2,2,2,1,2,5,5,4,2,5,5,5,5,5,4,5,3,4,2,4,5,3,3,1,1,1,1,1,2,2,2,3,4,4,4,41,2,3.4,1.8,4.2,4.57142857142857,3.6,1.33333333333333,2,4,1.77777777777778
3,4,4,4,4,3,3,3,3,3,5,3,4,3,5,4,3,4,3,3,3,3,4,2,4,2,2,2,2,2,5,2,2,2,2,2,3,2,5,5,60,1,3.8,3,4,3.28571428571429,2.8,2.5,2,4,6.25
5,4,4,4,5,1,3,1,1,1,4,5,3,5,4,3,1,5,3,5,5,3,2,2,1,1,1,2,1,1,4,1,1,1,1,1,3,5,5,5,60,2,4.4,1.4,4.2,3.57142857142857,1.4,1.66666666666667,1,5,2.77777777777778
1,5,5,5,1,3,3,3,3,3,5,1,5,1,5,5,5,3,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,5,5,5,34,1,3.4,3,3.4,3,3,1.66666666666667,1,5,2.77777777777778
4,4,5,3,4,2,2,4,2,2,4,4,4,1,5,4,1,4,3,3,4,3,3,2,2,2,4,1,3,1,3,4,1,1,1,1,3,4,5,4,43,1,4,2.4,3.6,3.14285714285714,2.6,2.16666666666667,1,4.33333333333333,4.69444444444444
3,4,4,3,4,4,3,4,3,3,5,1,4,3,5,2,3,4,4,3,2,3,4,3,5,1,3,4,4,2,5,4,3,2,3,3,3,4,3,5,50,2,3.6,3.4,3.6,3,3.2,3.66666666666667,2.66666666666667,4,13.4444444444444
4,4,3,2,4,4,4,4,4,3,5,4,4,4,5,2,1,3,2,4,2,4,2,3,2,4,4,1,1,1,2,1,1,1,1,1,3,4,4,4,56,2,3.4,3.8,4.4,2.57142857142857,3,1.16666666666667,1,4,1.36111111111111
5,5,5,4,3,5,4,4,4,4,5,4,5,5,5,2,1,5,3,4,4,4,5,2,2,1,4,1,1,1,4,2,1,2,1,1,3,5,5,5,56,2,4.4,4.2,4.8,3.28571428571429,2.8,1.66666666666667,1.33333333333333,5,2.77777777777778
4,4,4,4,4,2,2,2,2,2,2,3,2,2,2,4,4,4,4,2,4,4,4,3,2,4,4,2,2,2,2,2,2,2,2,2,3,4,4,4,68,1,4,2,2.2,3.71428571428571,3.4,2,2,4,4
2,3,2,4,3,2,3,2,2,1,3,2,3,4,4,3,5,4,2,3,2,3,3,3,2,1,3,1,1,1,2,2,4,4,1,4,3,4,4,5,42,2,2.8,2,3.2,3.14285714285714,2.4,1.83333333333333,3,4.33333333333333,3.36111111111111
5,4,4,3,4,5,3,4,3,4,5,5,3,2,5,1,2,5,1,3,5,3,3,2,2,2,2,3,1,1,1,1,2,1,1,1,3,5,5,4,45,2,4,3.8,4,2.85714285714286,2.2,1.5,1,4.66666666666667,2.25
3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,4,3,3,3,3,3,3,3,2,3,3,4,2,4,4,4,4,3,4,3,4,3,4,66,2,3,3,3.6,3.14285714285714,2.8,3.5,3.66666666666667,3.66666666666667,12.25
2,5,4,3,4,4,3,3,1,2,2,4,3,4,4,2,2,4,3,4,4,4,2,3,2,2,3,1,2,3,5,2,2,2,2,3,3,4,4,4,73,1,3.6,2.6,3.4,3.28571428571429,2.4,2.5,2.33333333333333,4,6.25
1,5,5,5,5,4,4,3,3,3,5,4,5,5,5,2,1,3,3,3,4,3,5,3,4,4,3,2,1,1,1,1,1,1,1,1,3,5,5,5,38,2,4.2,3.4,4.8,2.71428571428571,3.8,1.16666666666667,1,5,1.36111111111111
4,3,4,3,5,5,5,5,5,4,5,5,5,5,5,3,1,5,3,5,5,3,5,3,1,5,1,1,4,3,5,3,5,5,3,1,3,5,5,5,65,1,3.8,4.8,5,3.57142857142857,3,3.5,3,5,12.25
2,2,3,2,4,3,3,2,3,3,4,4,2,4,3,1,1,3,1,4,3,3,3,3,4,4,3,2,5,3,5,1,4,3,4,2,3,4,5,3,40,2,2.6,2.8,3.4,2.28571428571429,3.4,3.33333333333333,3,4,11.1111111111111
4,2,4,2,5,2,2,4,2,3,3,3,3,3,3,1,1,3,5,3,3,3,2,4,2,2,4,3,4,2,2,2,4,2,2,2,3,4,4,4,52,2,3.4,2.6,3,2.71428571428571,2.8,2.83333333333333,2,4,8.02777777777778
4,4,3,4,5,3,4,2,4,3,4,2,4,3,5,1,1,4,2,2,3,2,3,3,2,3,2,2,2,1,4,2,3,2,1,2,3,5,2,4,51,2,4,3.2,3.6,2.14285714285714,2.6,2.33333333333333,1.66666666666667,3.66666666666667,5.44444444444445
2,3,3,4,2,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,2,4,2,2,3,1,4,3,3,4,4,42,2,2.8,2.4,4,4,3.2,2.83333333333333,2.66666666666667,3.66666666666667,8.02777777777778
5,2,4,1,1,2,1,4,1,1,5,1,5,1,5,2,5,3,2,5,1,1,1,5,1,5,5,1,1,1,1,1,1,1,1,1,3,5,5,5,44,2,2.6,1.8,3.4,2.71428571428571,3.4,1,1,5,1
1,2,3,2,2,5,4,5,4,5,5,5,5,5,5,4,5,5,5,3,5,3,5,4,5,4,5,4,1,1,1,1,1,5,1,3,3,5,4,5,44,2,2,4.6,5,4.28571428571429,4.6,1.5,3,4.66666666666667,2.25
2,4,5,3,2,5,4,5,4,4,5,5,5,4,5,2,4,4,4,4,1,2,4,1,4,2,3,3,2,1,4,3,1,2,1,3,3,4,4,5,62,1,3.2,4.4,4.8,3,2.8,2.33333333333333,2,4.33333333333333,5.44444444444445
2,4,4,3,4,3,3,2,2,2,3,4,4,2,5,2,3,4,1,3,2,3,4,2,3,4,2,3,4,1,5,2,2,2,1,3,3,5,5,1,51,2,3.4,2.4,3.6,2.57142857142857,3,2.83333333333333,2,3.66666666666667,8.02777777777778
2,2,3,4,3,4,4,3,3,2,4,4,3,3,4,4,3,4,2,3,4,4,3,2,3,2,2,3,4,4,3,3,2,2,4,3,3,4,3,4,27,2,2.8,3.2,3.6,3.42857142857143,2.4,3.16666666666667,3,3.66666666666667,10.0277777777778
1,5,5,5,1,5,1,5,1,5,5,1,5,1,5,1,5,5,1,5,1,1,5,1,5,1,1,5,5,5,5,5,5,5,5,5,3,5,5,5,22,2,3.4,3.4,3.4,2.71428571428571,2.6,5,5,5,25
4,3,4,4,4,4,5,4,4,4,4,4,4,3,4,5,4,3,5,4,3,4,4,3,3,3,4,2,2,1,4,4,3,2,1,2,3,5,5,5,41,1,3.8,4.2,3.8,4,3.4,2.66666666666667,1.66666666666667,5,7.11111111111111
2,2,3,3,4,4,4,4,4,4,5,4,5,2,5,5,5,5,5,4,5,4,4,4,4,4,3,1,1,1,1,1,1,3,1,1,3,5,5,5,34,1,2.8,4,4.2,4.71428571428571,3.8,1,1.66666666666667,5,1
2,4,4,4,4,1,3,1,1,1,3,3,3,3,3,5,5,5,5,4,3,5,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,5,5,5,29,2,3.6,1.4,3,4.57142857142857,3.2,3,2.33333333333333,5,9
4,5,5,4,4,3,3,3,3,3,4,4,4,4,5,2,2,4,3,3,2,3,3,3,2,3,3,2,2,2,2,1,1,1,1,1,3,4,5,5,63,2,4.4,3,4.2,2.71428571428571,2.8,1.66666666666667,1,4.66666666666667,2.77777777777778
5,1,1,1,5,1,5,1,5,1,1,5,1,5,1,5,1,1,5,1,5,5,1,5,1,5,5,1,1,1,1,1,1,1,1,1,3,1,1,1,56,1,2.6,2.6,2.6,3.28571428571429,3.4,1,1,1,1
2,4,5,5,5,4,2,2,1,2,4,4,3,4,4,1,1,4,2,3,3,2,4,3,2,4,2,2,2,1,1,1,1,1,1,1,3,4,4,5,53,2,4.2,2.2,3.8,2.28571428571429,3,1.33333333333333,1,4.33333333333333,1.77777777777778
1,4,4,5,1,4,2,5,3,4,4,1,4,3,4,2,4,3,3,4,5,2,3,4,3,3,1,5,1,1,3,4,2,4,5,4,3,5,5,5,27,1,3,3.6,3.2,3.28571428571429,2.8,2.66666666666667,4.33333333333333,5,7.11111111111111
2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,52,1,2,3,3,2.57142857142857,3,3,3.33333333333333,3.33333333333333,9
4,3,4,4,4,3,3,2,2,3,4,4,3,4,4,3,1,3,3,4,3,3,3,2,3,3,3,3,2,2,3,2,3,2,2,3,3,4,4,4,34,2,3.8,2.6,3.8,2.85714285714286,2.8,2.5,2.33333333333333,4,6.25
5,5,5,5,3,3,2,4,2,2,4,3,3,2,5,3,4,5,3,3,3,3,3,3,3,3,3,4,4,2,3,3,4,1,2,3,3,4,4,4,54,2,4.6,2.6,3.4,3.42857142857143,3,3.33333333333333,2,4,11.1111111111111
2,3,4,3,2,3,4,2,3,4,4,4,4,4,4,2,2,3,4,3,4,4,4,4,4,2,4,2,2,2,4,2,4,2,2,2,3,4,2,2,65,2,2.8,3.2,4,3.14285714285714,3.6,2.66666666666667,2,2.66666666666667,7.11111111111111
1,2,3,2,3,3,2,2,3,3,3,2,1,2,2,3,3,3,3,3,3,3,4,2,4,3,3,5,5,5,5,5,5,5,5,3,3,5,5,5,49,1,2.2,2.6,2,3,3.2,5,4.33333333333333,5,25
4,5,5,4,4,3,4,3,2,3,5,4,4,4,5,1,1,3,2,4,3,2,2,2,2,2,3,3,2,1,4,4,2,1,3,1,3,5,5,5,28,2,4.4,3,4.4,2.28571428571429,2.2,2.66666666666667,1.66666666666667,5,7.11111111111111
4,4,4,4,4,4,4,3,3,4,4,2,3,4,4,2,1,3,2,2,2,2,4,3,4,2,2,2,2,2,3,3,3,2,3,2,3,4,4,4,51,2,4,3.6,3.4,2,3,2.5,2.33333333333333,4,6.25
1,1,1,1,1,2,4,1,1,1,3,3,3,3,3,5,5,5,5,5,5,5,5,3,5,5,5,5,4,1,5,1,1,5,1,1,3,5,5,5,63,2,1,1.8,3,5,4.6,2.83333333333333,2.33333333333333,5,8.02777777777778
2,4,4,2,4,2,2,4,2,2,4,4,4,4,4,4,2,4,4,3,4,3,2,4,1,2,4,2,2,2,2,2,2,2,2,2,3,4,4,4,41,2,3.2,2.4,4,3.42857142857143,2.6,2,2,4,4
2,3,1,3,3,1,2,4,2,1,5,5,5,5,4,5,5,5,5,1,5,3,3,1,4,5,5,3,3,1,5,1,1,1,1,1,3,5,5,1,53,2,2.4,2,4.8,4.14285714285714,3.6,2.33333333333333,1,3.66666666666667,5.44444444444445
2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,4,4,31,2,2.8,2.8,2.4,3,3,2.83333333333333,2.66666666666667,3.66666666666667,8.02777777777778
2,3,4,3,4,1,2,2,1,1,4,4,4,3,4,3,3,4,1,5,3,3,4,3,2,2,3,2,2,2,2,2,2,4,2,3,3,4,4,4,40,2,3.2,1.4,3.8,3.14285714285714,2.8,2,3,4,4
2,2,2,3,2,2,4,3,2,2,4,4,4,4,4,2,2,4,4,3,2,3,4,3,4,4,4,1,1,1,1,1,1,3,1,2,3,5,5,5,41,1,2.2,2.6,4,2.85714285714286,3.8,1,2,5,1
2,4,4,4,2,4,2,4,2,4,4,2,3,2,4,4,4,4,2,4,3,2,4,2,4,2,2,3,4,1,4,2,3,4,4,4,3,3,4,4,55,1,3.2,3.2,3,3.28571428571429,2.8,2.83333333333333,4,3.66666666666667,8.02777777777778
3,4,4,1,1,5,5,5,5,5,5,5,4,5,5,1,1,5,2,4,5,2,3,2,2,2,4,3,5,1,5,4,4,4,1,5,3,5,5,1,47,1,2.6,5,4.8,2.85714285714286,2.6,3.66666666666667,3.33333333333333,3.66666666666667,13.4444444444444
3,4,3,2,2,3,2,3,2,2,5,4,4,5,5,4,3,3,4,3,3,3,3,3,3,3,3,2,1,1,3,1,1,2,1,2,3,4,4,4,71,2,2.8,2.4,4.6,3.28571428571429,3,1.5,1.66666666666667,4,2.25
3,4,4,4,4,2,3,2,2,2,3,3,3,3,3,2,2,3,4,3,3,3,2,3,3,2,3,2,3,2,5,4,3,2,2,2,3,4,5,4,53,2,3.8,2.2,3,2.85714285714286,2.6,3.16666666666667,2,4.33333333333333,10.0277777777778
2,3,3,3,2,2,2,2,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,3,4,3,4,3,2,2,3,2,3,3,2,1,3,4,4,4,69,2,2.6,1.6,1.6,4,3.6,2.5,2,4,6.25
2,2,2,3,2,3,4,3,2,3,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,5,4,5,1,1,3,1,1,4,1,3,3,4,4,4,84,2,2.2,3,4.4,5,4.4,2,2.66666666666667,4,4
2,2,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,4,3,27,1,2.6,3.4,3,2.85714285714286,2.8,3,3,3,9
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,3,4,2,4,3,3,3,4,3,4,2,4,4,4,4,3,4,4,4,60,1,3,3,3,3.14285714285714,3.2,3.33333333333333,4,4,11.1111111111111
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,27,1,3,3,3,3,3,3,3,4,9
4,5,5,5,5,2,3,2,1,3,4,4,4,3,5,3,3,5,4,2,2,3,3,2,2,2,2,1,3,1,3,1,2,2,2,1,3,4,5,5,50,1,4.8,2.2,4,3.14285714285714,2.2,1.83333333333333,1.66666666666667,4.66666666666667,3.36111111111111
3,2,4,3,4,2,3,3,2,2,2,3,3,2,4,2,3,3,4,3,2,3,2,3,4,3,4,2,3,3,2,1,1,2,3,3,3,4,5,3,32,2,3.2,2.4,2.8,2.85714285714286,3.2,2,2.66666666666667,4,4
4,5,5,3,5,2,2,3,1,1,5,5,4,5,5,1,3,4,3,3,4,3,3,3,2,1,3,3,2,1,3,3,3,1,1,1,3,5,4,4,43,2,4.4,1.8,4.8,3,2.4,2.5,1,4.33333333333333,6.25
1,2,1,1,2,1,2,4,4,3,5,4,5,5,5,3,3,5,3,5,4,3,4,4,4,3,4,3,3,3,2,1,3,4,1,4,3,4,4,4,55,1,1.4,2.8,4.8,3.71428571428571,3.8,2.5,3,4,6.25
